Shape,Label,ShapeLoc,Condition,.thisRepN,.thisTrialN,.thisN,.thisIndex,resp,rt,Exclude,StrangerShape,P1Shape,P2Shape,corr,Training,nCorr,trialinblock,BlankFrames,Block,Pair Number,Participant 1 Age,Participant 2 Age,Phase
P2,Stranger,Bottom,Mismatch,4,17,113,15,w,0.500156336,0,PENTAGON,DIAMOND,STAR,1,0,78,114,78,2,39,22,19,1
P2,P2,Bottom,Match,4,18,114,12,o,0.433786367,0,PENTAGON,DIAMOND,STAR,1,0,79,115,78,2,39,22,19,1
P2,P2,Top,Match,4,19,115,8,None,None,1,PENTAGON,DIAMOND,STAR,3,0,79,116,78,2,39,22,19,1
P1,P1,Top,Match,4,20,116,1,o,0.300192499,0,PENTAGON,DIAMOND,STAR,1,0,80,117,78,2,39,22,19,1
P2,P1,Bottom,Mismatch,4,21,117,14,o,0.3835763,0,PENTAGON,DIAMOND,STAR,0,0,80,118,78,2,39,22,19,1
P2,P1,Top,Mismatch,4,22,118,10,w,0.433474089,0,PENTAGON,DIAMOND,STAR,1,0,81,119,78,2,39,22,19,1
P2,Stranger,Bottom,Mismatch,4,23,119,15,w,0.600108251,0,PENTAGON,DIAMOND,STAR,1,0,82,120,78,2,39,22,19,1
P2,Stranger,Top,Mismatch,0,0,0,11,o,0.600180892,0,STAR,PENTAGON,DIAMOND,0,0,0,1,78,3,39,22,19,2
P2,P1,Top,Mismatch,0,1,1,10,w,0.45015156,0,STAR,PENTAGON,DIAMOND,1,0,1,2,78,3,39,22,19,2
Stranger,P1,Top,Mismatch,0,2,2,18,w,0.51684644,0,STAR,PENTAGON,DIAMOND,1,0,2,3,78,3,39,22,19,2
P1,P1,Top,Match,0,3,3,1,o,0.533474168,0,STAR,PENTAGON,DIAMOND,1,0,3,4,78,3,39,22,19,2
P1,P1,Bottom,Match,0,4,4,4,w,0.616800329,0,STAR,PENTAGON,DIAMOND,0,0,3,5,78,3,39,22,19,2
Stranger,P2,Bottom,Mismatch,0,5,5,23,o,0.500147256,0,STAR,PENTAGON,DIAMOND,0,0,3,6,78,3,39,22,19,2
P1,P2,Bottom,Mismatch,0,6,6,7,w,0.433453165,0,STAR,PENTAGON,DIAMOND,1,0,4,7,78,3,39,22,19,2
P1,P1,Top,Match,0,7,7,0,o,0.433489486,0,STAR,PENTAGON,DIAMOND,1,0,5,8,78,3,39,22,19,2
Stranger,Stranger,Bottom,Match,0,8,8,21,w,0.616804672,0,STAR,PENTAGON,DIAMOND,0,0,5,9,78,3,39,22,19,2
P1,P1,Bottom,Match,0,9,9,4,o,0.750168378,0,STAR,PENTAGON,DIAMOND,1,0,6,10,78,3,39,22,19,2
Stranger,Stranger,Top,Match,0,10,10,16,o,0.533621029,0,STAR,PENTAGON,DIAMOND,1,0,7,11,78,3,39,22,19,2
P1,P1,Top,Match,0,11,11,0,o,0.46682982,0,STAR,PENTAGON,DIAMOND,1,0,8,12,78,3,39,22,19,2
Stranger,Stranger,Bottom,Match,0,12,12,21,o,0.466815607,0,STAR,PENTAGON,DIAMOND,1,0,9,13,78,3,39,22,19,2
P2,P1,Bottom,Mismatch,0,13,13,14,o,0.483497026,0,STAR,PENTAGON,DIAMOND,0,0,9,14,78,3,39,22,19,2
P2,P1,Top,Mismatch,0,14,14,10,w,0.417137321,0,STAR,PENTAGON,DIAMOND,1,0,10,15,78,3,39,22,19,2
P1,P2,Top,Mismatch,0,15,15,3,o,0.566857139,0,STAR,PENTAGON,DIAMOND,0,0,10,16,78,3,39,22,19,2
P2,P1,Bottom,Mismatch,0,16,16,14,None,None,1,STAR,PENTAGON,DIAMOND,3,0,10,17,78,3,39,22,19,2
P2,P2,Top,Match,0,17,17,8,o,0.816685998,0,STAR,PENTAGON,DIAMOND,1,0,11,18,78,3,39,22,19,2
Stranger,Stranger,Bottom,Match,0,18,18,20,o,0.800161706,0,STAR,PENTAGON,DIAMOND,1,0,12,19,78,3,39,22,19,2
P2,P2,Bottom,Match,0,19,19,12,o,0.516831438,0,STAR,PENTAGON,DIAMOND,1,0,13,20,78,3,39,22,19,2
P1,Stranger,Top,Mismatch,0,20,20,2,o,0.383492604,0,STAR,PENTAGON,DIAMOND,0,0,13,21,78,3,39,22,19,2
P2,P2,Bottom,Match,0,21,21,12,o,0.616795592,0,STAR,PENTAGON,DIAMOND,1,0,14,22,78,3,39,22,19,2
P2,P2,Bottom,Match,0,22,22,13,o,0.466843243,0,STAR,PENTAGON,DIAMOND,1,0,15,23,78,3,39,22,19,2
P2,P1,Top,Mismatch,0,23,23,10,o,0.50019621,0,STAR,PENTAGON,DIAMOND,0,0,15,24,78,3,39,22,19,2
P1,Stranger,Bottom,Mismatch,1,0,24,6,w,0.450157876,0,STAR,PENTAGON,DIAMOND,1,0,16,25,78,3,39,22,19,2
P1,Stranger,Bottom,Mismatch,1,1,25,6,w,0.50015002,0,STAR,PENTAGON,DIAMOND,1,0,17,26,78,3,39,22,19,2
P1,P2,Top,Mismatch,1,2,26,3,w,0.583485261,0,STAR,PENTAGON,DIAMOND,1,0,18,27,78,3,39,22,19,2
Stranger,Stranger,Top,Match,1,3,27,16,o,0.800142756,0,STAR,PENTAGON,DIAMOND,1,0,19,28,78,3,39,22,19,2
P2,P2,Bottom,Match,1,4,28,13,w,0.717401277,0,STAR,PENTAGON,DIAMOND,0,0,19,29,78,3,39,22,19,2
P1,P1,Top,Match,1,5,29,1,o,0.700488117,0,STAR,PENTAGON,DIAMOND,1,0,20,30,78,3,39,22,19,2
P1,P1,Bottom,Match,1,6,30,5,o,0.500194236,0,STAR,PENTAGON,DIAMOND,1,0,21,31,78,3,39,22,19,2
P2,P2,Bottom,Match,1,7,31,12,o,0.733488933,0,STAR,PENTAGON,DIAMOND,1,0,22,32,78,3,39,22,19,2
Stranger,P2,Top,Mismatch,1,8,32,19,w,0.617119713,0,STAR,PENTAGON,DIAMOND,1,0,23,33,78,3,39,22,19,2
P1,Stranger,Top,Mismatch,1,9,33,2,o,0.550172957,0,STAR,PENTAGON,DIAMOND,0,0,23,34,78,3,39,22,19,2
P2,Stranger,Top,Mismatch,1,10,34,11,w,0.550199803,0,STAR,PENTAGON,DIAMOND,1,0,24,35,78,3,39,22,19,2
P1,P1,Top,Match,1,11,35,1,o,0.633482932,0,STAR,PENTAGON,DIAMOND,1,0,25,36,78,3,39,22,19,2
P2,Stranger,Bottom,Mismatch,1,12,36,15,w,0.666844585,0,STAR,PENTAGON,DIAMOND,1,0,26,37,78,3,39,22,19,2
Stranger,P1,Bottom,Mismatch,1,13,37,22,w,0.900153099,0,STAR,PENTAGON,DIAMOND,1,0,27,38,78,3,39,22,19,2
P2,P2,Bottom,Match,1,14,38,12,o,0.650105922,0,STAR,PENTAGON,DIAMOND,1,0,28,39,78,3,39,22,19,2
P2,P2,Top,Match,1,15,39,9,w,0.650166325,0,STAR,PENTAGON,DIAMOND,0,0,28,40,78,3,39,22,19,2
P1,P1,Top,Match,1,16,40,1,o,0.616850467,0,STAR,PENTAGON,DIAMOND,1,0,29,41,78,3,39,22,19,2
P1,P2,Bottom,Mismatch,1,17,41,7,w,0.800144335,0,STAR,PENTAGON,DIAMOND,1,0,30,42,78,3,39,22,19,2
Stranger,Stranger,Bottom,Match,1,18,42,21,o,0.616895473,0,STAR,PENTAGON,DIAMOND,1,0,31,43,78,3,39,22,19,2
P1,Stranger,Bottom,Mismatch,1,19,43,6,w,0.916817937,0,STAR,PENTAGON,DIAMOND,1,0,32,44,78,3,39,22,19,2
P1,Stranger,Bottom,Mismatch,1,20,44,6,w,0.56681845,0,STAR,PENTAGON,DIAMOND,1,0,33,45,78,3,39,22,19,2
P2,P2,Top,Match,1,21,45,8,w,0.583801093,0,STAR,PENTAGON,DIAMOND,0,0,33,46,78,3,39,22,19,2
P1,Stranger,Top,Mismatch,1,22,46,2,w,0.533520358,0,STAR,PENTAGON,DIAMOND,1,0,34,47,78,3,39,22,19,2
Stranger,P2,Top,Mismatch,1,23,47,19,o,0.333521779,0,STAR,PENTAGON,DIAMOND,0,0,34,48,78,3,39,22,19,2
P1,P2,Top,Mismatch,2,0,48,3,w,0.550172168,0,STAR,PENTAGON,DIAMOND,1,0,35,49,78,3,39,22,19,2
P1,P1,Bottom,Match,2,1,49,5,o,0.650183695,0,STAR,PENTAGON,DIAMOND,1,0,36,50,78,3,39,22,19,2
P1,P1,Top,Match,2,2,50,1,o,0.350187012,0,STAR,PENTAGON,DIAMOND,1,0,37,51,78,3,39,22,19,2
P2,Stranger,Bottom,Mismatch,2,3,51,15,o,0.583506975,0,STAR,PENTAGON,DIAMOND,0,0,37,52,78,3,39,22,19,2
P2,P2,Bottom,Match,2,4,52,13,o,0.650116581,0,STAR,PENTAGON,DIAMOND,1,0,38,53,78,3,39,22,19,2
Stranger,Stranger,Top,Match,2,5,53,16,o,0.616828754,0,STAR,PENTAGON,DIAMOND,1,0,39,54,78,3,39,22,19,2
P2,P2,Top,Match,2,6,54,9,o,0.933486722,0,STAR,PENTAGON,DIAMOND,1,0,40,55,78,3,39,22,19,2
P2,P2,Bottom,Match,2,7,55,13,w,0.483661653,0,STAR,PENTAGON,DIAMOND,0,0,40,56,78,3,39,22,19,2
Stranger,Stranger,Top,Match,2,8,56,16,o,0.600176944,0,STAR,PENTAGON,DIAMOND,1,0,41,57,78,3,39,22,19,2
Stranger,P1,Bottom,Mismatch,2,9,57,22,w,0.633482932,0,STAR,PENTAGON,DIAMOND,1,0,42,58,78,3,39,22,19,2
Stranger,Stranger,Bottom,Match,2,10,58,20,o,0.600129175,0,STAR,PENTAGON,DIAMOND,1,0,43,59,78,3,39,22,19,2
P1,P2,Bottom,Mismatch,2,11,59,7,w,0.50016897,0,STAR,PENTAGON,DIAMOND,1,0,44,60,78,3,39,22,19,2
P2,Stranger,Top,Mismatch,2,12,60,11,o,0.766835979,0,STAR,PENTAGON,DIAMOND,0,0,44,61,78,3,39,22,19,2
P2,P2,Top,Match,2,13,61,9,o,0.666912094,0,STAR,PENTAGON,DIAMOND,1,0,45,62,78,3,39,22,19,2
P2,Stranger,Top,Mismatch,2,14,62,11,o,0.566872536,0,STAR,PENTAGON,DIAMOND,0,0,45,63,78,3,39,22,19,2
P1,P2,Top,Mismatch,2,15,63,3,w,0.450175642,0,STAR,PENTAGON,DIAMOND,1,0,46,64,78,3,39,22,19,2
P1,P1,Bottom,Match,2,16,64,4,o,0.366902777,0,STAR,PENTAGON,DIAMOND,1,0,47,65,78,3,39,22,19,2
P1,Stranger,Bottom,Mismatch,2,17,65,6,w,0.566842927,0,STAR,PENTAGON,DIAMOND,1,0,48,66,78,3,39,22,19,2
P1,P2,Bottom,Mismatch,2,18,66,7,w,0.633480169,0,STAR,PENTAGON,DIAMOND,1,0,49,67,78,3,39,22,19,2
Stranger,P2,Bottom,Mismatch,2,19,67,23,w,0.800170391,0,STAR,PENTAGON,DIAMOND,1,0,50,68,78,3,39,22,19,2
P2,P1,Bottom,Mismatch,2,20,68,14,o,0.650477024,0,STAR,PENTAGON,DIAMOND,0,0,50,69,78,3,39,22,19,2
Stranger,Stranger,Top,Match,2,21,69,17,w,0.383459442,0,STAR,PENTAGON,DIAMOND,0,0,50,70,78,3,39,22,19,2
Stranger,P2,Bottom,Mismatch,2,22,70,23,w,0.750159297,0,STAR,PENTAGON,DIAMOND,1,0,51,71,78,3,39,22,19,2
P2,Stranger,Top,Mismatch,2,23,71,11,o,0.566757652,0,STAR,PENTAGON,DIAMOND,0,0,51,72,78,3,39,22,19,2
P1,Stranger,Top,Mismatch,3,0,72,2,w,0.450165377,0,STAR,PENTAGON,DIAMOND,1,0,52,73,78,3,39,22,19,2
P2,P1,Bottom,Mismatch,3,1,73,14,w,0.616963377,0,STAR,PENTAGON,DIAMOND,1,0,53,74,78,3,39,22,19,2
P2,P2,Top,Match,3,2,74,8,w,0.633497539,0,STAR,PENTAGON,DIAMOND,0,0,53,75,78,3,39,22,19,2
P1,P1,Bottom,Match,3,3,75,5,w,0.583501448,0,STAR,PENTAGON,DIAMOND,0,0,53,76,78,3,39,22,19,2
Stranger,Stranger,Bottom,Match,3,4,76,21,o,0.583499079,0,STAR,PENTAGON,DIAMOND,1,0,54,77,78,3,39,22,19,2
P2,P2,Top,Match,3,5,77,9,w,0.633474247,0,STAR,PENTAGON,DIAMOND,0,0,54,78,78,3,39,22,19,2
Stranger,P1,Bottom,Mismatch,3,6,78,22,o,0.416854652,0,STAR,PENTAGON,DIAMOND,0,0,54,79,78,3,39,22,19,2
P1,P1,Bottom,Match,3,7,79,4,o,0.766812686,0,STAR,PENTAGON,DIAMOND,1,0,55,80,78,3,39,22,19,2
P2,P1,Top,Mismatch,3,8,80,10,w,0.633502277,0,STAR,PENTAGON,DIAMOND,1,0,56,81,78,3,39,22,19,2
P2,P2,Top,Match,3,9,81,8,o,0.516834202,0,STAR,PENTAGON,DIAMOND,1,0,57,82,78,3,39,22,19,2
Stranger,Stranger,Top,Match,3,10,82,17,o,0.600159574,0,STAR,PENTAGON,DIAMOND,1,0,58,83,78,3,39,22,19,2
Stranger,P2,Bottom,Mismatch,3,11,83,23,w,0.566840163,0,STAR,PENTAGON,DIAMOND,1,0,59,84,78,3,39,22,19,2
Stranger,P2,Top,Mismatch,3,12,84,19,w,0.583508554,0,STAR,PENTAGON,DIAMOND,1,0,60,85,78,3,39,22,19,2
Stranger,P1,Top,Mismatch,3,13,85,18,o,0.483466627,0,STAR,PENTAGON,DIAMOND,0,0,60,86,78,3,39,22,19,2
Stranger,Stranger,Top,Match,3,14,86,16,w,0.533506146,0,STAR,PENTAGON,DIAMOND,0,0,60,87,78,3,39,22,19,2
P1,P1,Bottom,Match,3,15,87,5,o,0.216751849,0,STAR,PENTAGON,DIAMOND,1,0,61,88,78,3,39,22,19,2
P1,P1,Top,Match,3,16,88,0,o,0.466856666,0,STAR,PENTAGON,DIAMOND,1,0,62,89,78,3,39,22,19,2
P2,Stranger,Bottom,Mismatch,3,17,89,15,o,0.583493552,0,STAR,PENTAGON,DIAMOND,0,0,62,90,78,3,39,22,19,2
Stranger,P2,Top,Mismatch,3,18,90,19,w,0.700162021,0,STAR,PENTAGON,DIAMOND,1,0,63,91,78,3,39,22,19,2
Stranger,Stranger,Bottom,Match,3,19,91,20,w,0.51683815,0,STAR,PENTAGON,DIAMOND,0,0,63,92,78,3,39,22,19,2
P1,P1,Bottom,Match,3,20,92,5,o,0.416835702,0,STAR,PENTAGON,DIAMOND,1,0,64,93,78,3,39,22,19,2
P1,P2,Bottom,Mismatch,3,21,93,7,w,1.000429531,0,STAR,PENTAGON,DIAMOND,1,0,65,94,78,3,39,22,19,2
Stranger,Stranger,Top,Match,3,22,94,17,o,0.56681766,0,STAR,PENTAGON,DIAMOND,1,0,66,95,78,3,39,22,19,2
P1,Stranger,Top,Mismatch,3,23,95,2,w,0.600179708,0,STAR,PENTAGON,DIAMOND,1,0,67,96,78,3,39,22,19,2
Stranger,P1,Top,Mismatch,4,0,96,18,o,0.566889512,0,STAR,PENTAGON,DIAMOND,0,0,67,97,78,3,39,22,19,2
P2,P2,Bottom,Match,4,1,97,12,w,0.53349825,0,STAR,PENTAGON,DIAMOND,0,0,67,98,78,3,39,22,19,2
P1,P1,Top,Match,4,2,98,0,o,0.916827412,0,STAR,PENTAGON,DIAMOND,1,0,68,99,78,3,39,22,19,2
Stranger,Stranger,Top,Match,4,3,99,17,w,0.683477839,0,STAR,PENTAGON,DIAMOND,0,0,68,100,78,3,39,22,19,2
Stranger,Stranger,Top,Match,4,4,100,17,o,0.483502948,0,STAR,PENTAGON,DIAMOND,1,0,69,101,78,3,39,22,19,2
Stranger,P1,Bottom,Mismatch,4,5,101,22,w,0.70004319,0,STAR,PENTAGON,DIAMOND,1,0,70,102,78,3,39,22,19,2
Stranger,P1,Bottom,Mismatch,4,6,102,22,w,0.90015152,0,STAR,PENTAGON,DIAMOND,1,0,71,103,78,3,39,22,19,2
P1,P2,Top,Mismatch,4,7,103,3,o,0.550161113,0,STAR,PENTAGON,DIAMOND,0,0,71,104,78,3,39,22,19,2
P1,P1,Top,Match,4,8,104,0,w,0.55014848,0,STAR,PENTAGON,DIAMOND,0,0,71,105,78,3,39,22,19,2
Stranger,P2,Top,Mismatch,4,9,105,19,o,0.916802935,0,STAR,PENTAGON,DIAMOND,0,0,71,106,78,3,39,22,19,2
Stranger,P2,Bottom,Mismatch,4,10,106,23,o,0.566816476,0,STAR,PENTAGON,DIAMOND,0,0,71,107,78,3,39,22,19,2
Stranger,Stranger,Bottom,Match,4,11,107,20,w,0.600148914,0,STAR,PENTAGON,DIAMOND,0,0,71,108,78,3,39,22,19,2
Stranger,P1,Top,Mismatch,4,12,108,18,w,0.816796934,0,STAR,PENTAGON,DIAMOND,1,0,72,109,78,3,39,22,19,2
Stranger,P1,Top,Mismatch,4,13,109,18,None,None,1,STAR,PENTAGON,DIAMOND,3,0,72,110,78,3,39,22,19,2
P2,P1,Bottom,Mismatch,4,14,110,14,w,0.500089617,0,STAR,PENTAGON,DIAMOND,1,0,73,111,78,3,39,22,19,2
P2,P2,Top,Match,4,15,111,8,o,0.550179274,0,STAR,PENTAGON,DIAMOND,1,0,74,112,78,3,39,22,19,2
Stranger,Stranger,Bottom,Match,4,16,112,20,w,0.600162732,0,STAR,PENTAGON,DIAMOND,0,0,74,113,78,3,39,22,19,2
Stranger,Stranger,Bottom,Match,4,17,113,21,o,0.61682678,0,STAR,PENTAGON,DIAMOND,1,0,75,114,78,3,39,22,19,2
P2,P2,Bottom,Match,4,18,114,13,w,0.550293368,0,STAR,PENTAGON,DIAMOND,0,0,75,115,78,3,39,22,19,2
P2,Stranger,Bottom,Mismatch,4,19,115,15,o,0.50014923,0,STAR,PENTAGON,DIAMOND,0,0,75,116,78,3,39,22,19,2
P1,P1,Bottom,Match,4,20,116,4,o,0.466837716,0,STAR,PENTAGON,DIAMOND,1,0,76,117,78,3,39,22,19,2
P2,P2,Top,Match,4,21,117,9,o,0.566822793,0,STAR,PENTAGON,DIAMOND,1,0,77,118,78,3,39,22,19,2
P2,P1,Top,Mismatch,4,22,118,10,w,0.683497579,0,STAR,PENTAGON,DIAMOND,1,0,78,119,78,3,39,22,19,2
P2,Stranger,Bottom,Mismatch,4,23,119,15,o,0.550164667,0,STAR,PENTAGON,DIAMOND,0,0,78,120,78,3,39,22,19,2
Stranger,Stranger,Top,Match,0,0,0,16,w,0.616843756,0,STAR,PENTAGON,DIAMOND,0,0,0,1,78,4,39,22,19,2
P2,P2,Top,Match,0,1,1,9,o,0.316856942,0,STAR,PENTAGON,DIAMOND,1,0,1,2,78,4,39,22,19,2
Stranger,P1,Bottom,Mismatch,0,2,2,22,w,0.61686468,0,STAR,PENTAGON,DIAMOND,1,0,2,3,78,4,39,22,19,2
P1,P2,Top,Mismatch,0,3,3,3,o,0.383515502,0,STAR,PENTAGON,DIAMOND,0,0,2,4,78,4,39,22,19,2
P2,P1,Top,Mismatch,0,4,4,10,w,0.633513331,0,STAR,PENTAGON,DIAMOND,1,0,3,5,78,4,39,22,19,2
P1,Stranger,Bottom,Mismatch,0,5,5,6,o,0.450169325,0,STAR,PENTAGON,DIAMOND,0,0,3,6,78,4,39,22,19,2
Stranger,Stranger,Bottom,Match,0,6,6,20,w,0.650166325,0,STAR,PENTAGON,DIAMOND,0,0,3,7,78,4,39,22,19,2
Stranger,P1,Top,Mismatch,0,7,7,18,None,None,1,STAR,PENTAGON,DIAMOND,3,0,3,8,78,4,39,22,19,2
P2,P2,Bottom,Match,0,8,8,13,w,0.783498842,0,STAR,PENTAGON,DIAMOND,0,0,3,9,78,4,39,22,19,2
Stranger,Stranger,Bottom,Match,0,9,9,21,o,0.850137268,0,STAR,PENTAGON,DIAMOND,1,0,4,10,78,4,39,22,19,2
P1,P1,Bottom,Match,0,10,10,4,o,0.633482932,0,STAR,PENTAGON,DIAMOND,1,0,5,11,78,4,39,22,19,2
P1,P2,Top,Mismatch,0,11,11,3,o,0.450152744,0,STAR,PENTAGON,DIAMOND,0,0,5,12,78,4,39,22,19,2
P1,Stranger,Top,Mismatch,0,12,12,2,w,1.016824332,0,STAR,PENTAGON,DIAMOND,1,0,6,13,78,4,39,22,19,2
P1,P1,Bottom,Match,0,13,13,4,o,0.516844467,0,STAR,PENTAGON,DIAMOND,1,0,7,14,78,4,39,22,19,2
P2,P2,Bottom,Match,0,14,14,12,o,0.583526319,0,STAR,PENTAGON,DIAMOND,1,0,8,15,78,4,39,22,19,2
P1,P1,Top,Match,0,15,15,1,o,0.650178958,0,STAR,PENTAGON,DIAMOND,1,0,9,16,78,4,39,22,19,2
P2,P2,Bottom,Match,0,16,16,13,o,0.683508633,0,STAR,PENTAGON,DIAMOND,1,0,10,17,78,4,39,22,19,2
Stranger,P1,Top,Mismatch,0,17,17,18,o,0.333498092,0,STAR,PENTAGON,DIAMOND,0,0,10,18,78,4,39,22,19,2
P1,P1,Top,Match,0,18,18,1,w,0.416870049,0,STAR,PENTAGON,DIAMOND,0,0,10,19,78,4,39,22,19,2
P1,Stranger,Top,Mismatch,0,19,19,2,o,0.500106988,0,STAR,PENTAGON,DIAMOND,0,0,10,20,78,4,39,22,19,2
Stranger,P2,Top,Mismatch,0,20,20,19,None,None,1,STAR,PENTAGON,DIAMOND,3,0,10,21,78,4,39,22,19,2
P1,P2,Top,Mismatch,0,21,21,3,w,0.650284761,0,STAR,PENTAGON,DIAMOND,1,0,11,22,78,4,39,22,19,2
Stranger,P2,Top,Mismatch,0,22,22,19,w,0.86681316,0,STAR,PENTAGON,DIAMOND,1,0,12,23,78,4,39,22,19,2
P1,P2,Top,Mismatch,0,23,23,3,w,0.466816002,0,STAR,PENTAGON,DIAMOND,1,0,13,24,78,4,39,22,19,2
P2,P2,Bottom,Match,1,0,24,12,o,1.183422174,1,STAR,PENTAGON,DIAMOND,1,0,14,25,78,4,39,22,19,2
P1,P1,Top,Match,1,1,25,0,o,0.383854231,0,STAR,PENTAGON,DIAMOND,1,0,15,26,78,4,39,22,19,2
P2,Stranger,Bottom,Mismatch,1,2,26,15,w,0.966804553,0,STAR,PENTAGON,DIAMOND,1,0,16,27,78,4,39,22,19,2
Stranger,Stranger,Bottom,Match,1,3,27,20,o,0.533520358,0,STAR,PENTAGON,DIAMOND,1,0,17,28,78,4,39,22,19,2
P2,P2,Top,Match,1,4,28,8,o,0.850136479,0,STAR,PENTAGON,DIAMOND,1,0,18,29,78,4,39,22,19,2
Stranger,Stranger,Top,Match,1,5,29,17,o,0.633490433,0,STAR,PENTAGON,DIAMOND,1,0,19,30,78,4,39,22,19,2
P1,Stranger,Top,Mismatch,1,6,30,2,o,0.417135742,0,STAR,PENTAGON,DIAMOND,0,0,19,31,78,4,39,22,19,2
P2,P2,Top,Match,1,7,31,9,o,0.550148875,0,STAR,PENTAGON,DIAMOND,1,0,20,32,78,4,39,22,19,2
P2,Stranger,Top,Mismatch,1,8,32,11,w,0.61676164,0,STAR,PENTAGON,DIAMOND,1,0,21,33,78,4,39,22,19,2
P1,Stranger,Bottom,Mismatch,1,9,33,6,w,0.566822398,0,STAR,PENTAGON,DIAMOND,1,0,22,34,78,4,39,22,19,2
P2,P1,Bottom,Mismatch,1,10,34,14,o,0.500173707,0,STAR,PENTAGON,DIAMOND,0,0,22,35,78,4,39,22,19,2
Stranger,Stranger,Top,Match,1,11,35,16,w,0.816810357,0,STAR,PENTAGON,DIAMOND,0,0,22,36,78,4,39,22,19,2
P2,P1,Bottom,Mismatch,1,12,36,14,o,0.63371112,0,STAR,PENTAGON,DIAMOND,0,0,22,37,78,4,39,22,19,2
Stranger,P2,Bottom,Mismatch,1,13,37,23,w,1.483463074,1,STAR,PENTAGON,DIAMOND,1,0,23,38,78,4,39,22,19,2
P1,P1,Top,Match,1,14,38,0,o,0.733552494,0,STAR,PENTAGON,DIAMOND,1,0,24,39,78,4,39,22,19,2
P2,P2,Bottom,Match,1,15,39,13,w,0.566847664,0,STAR,PENTAGON,DIAMOND,0,0,24,40,78,4,39,22,19,2
P2,P1,Top,Mismatch,1,16,40,10,None,None,1,STAR,PENTAGON,DIAMOND,3,0,24,41,78,4,39,22,19,2
Stranger,Stranger,Top,Match,1,17,41,17,o,0.800142756,0,STAR,PENTAGON,DIAMOND,1,0,25,42,78,4,39,22,19,2
P1,P2,Bottom,Mismatch,1,18,42,7,o,0.616792433,0,STAR,PENTAGON,DIAMOND,0,0,25,43,78,4,39,22,19,2
Stranger,P2,Bottom,Mismatch,1,19,43,23,w,0.433502908,0,STAR,PENTAGON,DIAMOND,1,0,26,44,78,4,39,22,19,2
P2,P2,Top,Match,1,20,44,8,w,0.716843835,0,STAR,PENTAGON,DIAMOND,0,0,26,45,78,4,39,22,19,2
P2,P2,Bottom,Match,1,21,45,12,o,0.466856665,0,STAR,PENTAGON,DIAMOND,1,0,27,46,78,4,39,22,19,2
Stranger,P2,Top,Mismatch,1,22,46,19,w,0.550163877,0,STAR,PENTAGON,DIAMOND,1,0,28,47,78,4,39,22,19,2
P2,P2,Top,Match,1,23,47,9,o,0.667103172,0,STAR,PENTAGON,DIAMOND,1,0,29,48,78,4,39,22,19,2
P2,Stranger,Top,Mismatch,2,0,48,11,o,0.550168614,0,STAR,PENTAGON,DIAMOND,0,0,29,49,78,4,39,22,19,2
P2,P2,Top,Match,2,1,49,8,w,0.500213976,0,STAR,PENTAGON,DIAMOND,0,0,29,50,78,4,39,22,19,2
Stranger,P1,Top,Mismatch,2,2,50,18,w,0.700195184,0,STAR,PENTAGON,DIAMOND,1,0,30,51,78,4,39,22,19,2
Stranger,Stranger,Top,Match,2,3,51,16,o,0.683508633,0,STAR,PENTAGON,DIAMOND,1,0,31,52,78,4,39,22,19,2
Stranger,Stranger,Bottom,Match,2,4,52,21,o,1.183496394,1,STAR,PENTAGON,DIAMOND,1,0,32,53,78,4,39,22,19,2
P1,P1,Top,Match,2,5,53,0,o,0.500157126,0,STAR,PENTAGON,DIAMOND,1,0,33,54,78,4,39,22,19,2
Stranger,P2,Bottom,Mismatch,2,6,54,23,w,0.583467891,0,STAR,PENTAGON,DIAMOND,1,0,34,55,78,4,39,22,19,2
P2,Stranger,Top,Mismatch,2,7,55,11,o,0.383507606,0,STAR,PENTAGON,DIAMOND,0,0,34,56,78,4,39,22,19,2
P1,P2,Bottom,Mismatch,2,8,56,7,w,0.633521227,0,STAR,PENTAGON,DIAMOND,1,0,35,57,78,4,39,22,19,2
Stranger,P1,Bottom,Mismatch,2,9,57,22,o,0.450165772,0,STAR,PENTAGON,DIAMOND,0,0,35,58,78,4,39,22,19,2
P2,P1,Top,Mismatch,2,10,58,10,w,0.41683136,0,STAR,PENTAGON,DIAMOND,1,0,36,59,78,4,39,22,19,2
Stranger,Stranger,Bottom,Match,2,11,59,21,w,0.61691087,0,STAR,PENTAGON,DIAMOND,0,0,36,60,78,4,39,22,19,2
P2,P2,Bottom,Match,2,12,60,13,o,0.700142677,0,STAR,PENTAGON,DIAMOND,1,0,37,61,78,4,39,22,19,2
P1,P2,Top,Mismatch,2,13,61,3,w,1.250137584,1,STAR,PENTAGON,DIAMOND,1,0,38,62,78,4,39,22,19,2
P1,P2,Bottom,Mismatch,2,14,62,7,w,0.650164351,0,STAR,PENTAGON,DIAMOND,1,0,39,63,78,4,39,22,19,2
Stranger,P2,Bottom,Mismatch,2,15,63,23,o,0.516820779,0,STAR,PENTAGON,DIAMOND,0,0,39,64,78,4,39,22,19,2
P1,Stranger,Top,Mismatch,2,16,64,2,w,0.816824569,0,STAR,PENTAGON,DIAMOND,1,0,40,65,78,4,39,22,19,2
P2,P2,Bottom,Match,2,17,65,12,o,0.600204975,0,STAR,PENTAGON,DIAMOND,1,0,41,66,78,4,39,22,19,2
